creator,tiktok_video_id,date_posted,product,gross_revenue,sku_orders,cost,roi,video_title
ริว,7527231081385364754,2025-07-15,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,✨เรียนรู้แนวคิดแบบ ‘คาปิบาร่า‘ ให้มีความสุขในแบบของเรา🤍💐 กับ 5 วิธีคิดให้มีความสุขแบบคาปิบาร่า 1.ใครไม่รักเราก็ช่าง แต่เราต้องรักตัวเองก่อน - คาปิบาร่ามันไม่ได้ทำตัวพิเศษเพื่อให้ใครมารัก แต่คนก็หลงรักมัน เพราะมันเป็นตัวเอง ​​เราไม่จำเป็นต้องเปลี่ยนเป็นคนที่เขาชอบ แค่รักตัวเองให้มากขึ้น ทำตัวเองให้มีความสุข คนที่ใช่จะเข้ามาเอง 2.ไม่ต้องวิ่งแข่งกับใคร -ม้าลายวิ่งเร็วกว่าคาปิบาร่า แต่สุดท้ายคนก็ยังมาหามัน ชีวิตจริงเพื่อนร่วมงานบางคนอาจได้เงินเดือนเยอะกว่า แต่ไม่ต้องเอาตัวเองไปเปรียบเทียบ ทุกคนมีจังหวะของตัวเอง ทำงานให้เต็มที่ในแบบเรา ดีกว่าพยายามเป็นเหมือนคนอื่นแล้วเหนื่อยใจ 3.ไม่ต้องให้ทุกคนรัก แค่ไม่ฝืนตัวเองก็พอ -คาปิบาร่ามันไม่พยายามประจบสัตว์ตัวไหน แต่ก็ยังเป็นที่รัก ชีวิตจริงในที่ทำงานหรือกลุ่มเพื่อน มีคนชอบเราก็ต้องมีคนไม่ชอบเรา ไม่ต้องฝืนเข้ากับทุกคน แค่จริงใจกับคนที่โอเคกับเราพอแล้ว 4.ให้รางวัลตัวเองบ้าง -คาปิบาร่ากินหญ้าอร่อย ๆ ก็แฮปปี้ไปทั้งวัน อย่ารอให้ชีวิตใหญ่โตค่อยฉลอง ทำงานเสร็จหนึ่งงาน ซื้อขนมที่อยากกิน หรือดูหนังที่รอมานาน แค่นี้ก็เติมพลังใจให้ไปต่อได้แล้ว 5.เราไม่ต้องเพอร์เฟ็กต์ไปซะทุกอย่าง -คาปิบาร่าไม่สวย ไม่หรูหรา แต่มันก็ทำให้ทุกคนยิ้มได้ เราไม่ต้องเก่งไปซะทุกอย่าง ไม่ต้องหน้าเป๊ะ หุ่นดี หรือรวยมาก แค่เป็นคนที่จริงใจและรักตัวเองให้เป็น คนที่ใช่จะเห็นคุณค่าเราเอง #ถ้าโลก#ถ้าโลกมันแย่แค่คิดแบบคาปิบาร่าb#happybaraเ#พิชิตเรื่องแย่จากแนวคิดของคาปิบาร่าu#opendurianhowtou#opendurianbooksื#หนังสือพัฒนาตัวเองื#หนังสือฮีลใจื#หนังสือขายดี #พัฒนาตัวเอง
ไม่ระบุ,7527227832448093460,2025-07-15,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,0.0,0.0,อ่านแล้วรู้สึกเหมือน ได้ยกภูเขาออกจากอกเลย  :) #ปีศาจตัวนั้นคือฉันเอง  #opendurianhowto #books #vibes #เศร้า #เบาใจ #ประโยคฮีลใจ #หนังสือฮีลใจ #tiktok #เธรดเศร้า #อ่านตามtiktok 
ริว,7526883231413701896,2025-07-14,หนังสือ ทุกความทรงจำคือของขวัญจากวันวาน,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ ฉันจะมีชีวิตที่ดี (นักเขียนนามปากกา คิดมาก),0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (The Millionaire's Top Secret),0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ริว,7526883231413701896,2025-07-14,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,0.0,0.0,🛍️🥳 Mid month โปรลดยกร้าน เฉพาะกรกฎาคมนี้ ซื้อหนังสือฮีลใจเล่มไหนก็ได้ รับคูปองส่วนลด 60 บาท เมื่อซื้อขั้นต่ำ 400 บาท ทุกเล่มในร้าน รีบกดตะกร้าเลยยย🤩‼️✨ ##midmonthช้อปมันส์กลางเดือน##midmonthsale#tiktokmidmonthsale
ไม่ระบุ,7525823945027669265,2025-07-11,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,เช็คด่วน ‼️ 5 สัญญาณ🚨 ที่บอกว่าคุณกำลังอยู่ในความสัมพันธ์ Toxic✅ #opendurianhowto #ghostlybrews #หนังสือเล่มใหม่ #หนังสือฮีลใจ #หมึกซึม #Toxic #books 
ริว,7525798377158708498,2025-07-11,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,หนังสือที่ทุกคนควรอ่านสักครั้งในชีวิต แล้วมันจะทำให้ชีวิตของเราเปลี่ยนไป😊🌈 ##opendurianhowto##opendurianbooks##หนังสือพัฒนาตัวเอง##หนังสือฮีลใจ##หนังสือขายดี##TheWitchesClubชมรมลับเปลี่ยนชีวิต##MAYI##เมไอ##ฮีลใจ#พัฒนาตัวเอง
ริว,7525764747443146002,2025-07-11,[พร้อมส่ง] หนังสือ ปีศาจความรัก มักเลือกฉันเป็นเหยื่อ [How to Fight the Love Demon in My Heart],0.0,0,4.79,0.0,อย่าลืมที่จะรักตัวเองจนไม่ยอมเจ็บเพื่อใครนะ เพราะอย่าลืมว่าเราทุกคนสมควรที่จะได้รับความรักและถูกรักด้วยคุณค่าในตัวของเราเอง🤍 #opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #ปีศาจความรักมักเลือกฉันเป็นเหยื่อ #หนังสือขายดี #ฮีลใจ #พัฒนาตัวเอง #เธรดความรัก #ความรัก
ไม่ระบุ,7525677416942030101,2025-07-11,หนังสือ The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,กดหยุดการ์ด (STOP) ‼️ เพื่อทำนายดวงของคุณ 🔮 #thewitchesclubชมรมลับเปลี่ยนชีวิต  * พิกัดการ์ดทำนายดวงอยู่ในตะกร้า*  #opendurianhowto #thewitchesclubชมรมลับเปลี่ยนชีวิต #หนังสือเล่มใหม่ #ดูดวง #pickacard #ไพ่ยิปซี #แม่มด #card #loveyourself❤️ #คำทำนาย #books #opendurianbooks #เล่มโปรด #เล่มใหม่ #ดวง  
ไม่ระบุ,7525677416942030101,2025-07-11,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,กดหยุดการ์ด (STOP) ‼️ เพื่อทำนายดวงของคุณ 🔮 #thewitchesclubชมรมลับเปลี่ยนชีวิต  * พิกัดการ์ดทำนายดวงอยู่ในตะกร้า*  #opendurianhowto #thewitchesclubชมรมลับเปลี่ยนชีวิต #หนังสือเล่มใหม่ #ดูดวง #pickacard #ไพ่ยิปซี #แม่มด #card #loveyourself❤️ #คำทำนาย #books #opendurianbooks #เล่มโปรด #เล่มใหม่ #ดวง  
ไม่ระบุ,7525657060449586439,2025-07-11,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,"ค่อย ๆ แยกว่า เรื่องไหนเราอยากเก็บ และเรื่องไหนที่เราอยากวางลง ..  ข้อคิดจากหนังสือ ""ยินดีต้อนรับและขอบคุณที่กลับมา"" 🏡 #opendurianhowto #OpenDurianBooks #ยินดีต้อนรับและขอบคุณที่กลับมา #SUNDAYISBLISS #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง #หนังสืออบอุ่นใจ"
ไม่ระบุ,7525648816205335815,2025-07-11,หนังสือ ทุกความทรงจำคือของขวัญจากวันวาน,0.0,0,0.0,0.0,หนังสือที่สอนให้เรารู้ว่าการพยายามควบคุมทุกอย่าง กลับทำให้เราเหนื่อยเกินจำเป็น  #ทุกความทรงจำคือของขวัญจากวันวาน #whenimfeeeling #opendurianhowto
ไม่ระบุ,7525459778135510273,2025-07-10,หนังสือ The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,ส่งคลิปนี้ #เติมไฟ ให้เพื่อนของคุณ🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #opendurianhowto #thewitchesclubชมรมลับเปลี่ยนชีวิต #ประโยคฮีลใจ #books #tiktok 
ริว,7525453291958881554,2025-07-10,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,👩🏻ฉันชื่อว่าความรัก ฉันมองเห็นผีตั้งแต่เด็ก👻 #opendurianhowto #OpenDurianBooks #หนังสือ #หนังสือGhostlyBrews #GhostlyBrews #ยินดีบริการดวงวิญญาณหลังเที่ยงคืน #หมึกซึม #Books #หนังสือการ์ตูน #comic #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ริว,7525392009788509448,2025-07-10,Boxset หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden) ฟรีของแถมใน Boxset ทุกเซ็ต,0.0,0,0.0,0.0,🌸🌼มาปลูกดอกไม้ในจิตใจของเราให้เติบโตและผลิบานอย่างสวยงามกันเถอะ 🌷🌹💐 #opendurianhowto #OpenDurianBooks #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ริว,7525392009788509448,2025-07-10,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,🌸🌼มาปลูกดอกไม้ในจิตใจของเราให้เติบโตและผลิบานอย่างสวยงามกันเถอะ 🌷🌹💐 #opendurianhowto #OpenDurianBooks #วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ไม่ระบุ,7525386626084752660,2025-07-10,[พร้อมส่ง] Box set หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,✨คำคมคาปิบาร่าวันนี้ เสนอคำว่า… …สังคมจะดีขึ้นแน่ ถ้าแต่ละคนยุ่งแค่ ”เรื่องของตัวเอง“ #opendurianhowto #books #หนังสือฮีลใจ #tiktok #รักตัวเอง #คาปิบาร่า 
ไม่ระบุ,7525386626084752660,2025-07-10,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,✨คำคมคาปิบาร่าวันนี้ เสนอคำว่า… …สังคมจะดีขึ้นแน่ ถ้าแต่ละคนยุ่งแค่ ”เรื่องของตัวเอง“ #opendurianhowto #books #หนังสือฮีลใจ #tiktok #รักตัวเอง #คาปิบาร่า 
ไม่ระบุ,7525032849817308434,2025-07-09,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,0.0,0.0,เดี๋ยวตกเทรนด์ AI ค่ะ  “ขอแปะคำคมฮีลใจสักหน่อย” ❤️ #ไม่ดราม่านะคะ  แต่ถ้าใครสนใจหนังสือกดซื้อได้เลย🫶🏻 #opendurianhowto #books #booktok #หนังสือฮีลใจ #รักตัวเอง #tiktok #ปีศาจตัวนั้นคือตัวฉันเอง #หนังสือขายดี #รักตัวเอง #AI  #คําคม 
ริว,7525028351715659015,2025-07-09,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,การรักตัวเอง ไม่ใช่คนเห็นแก่ตัว 🥹 #opendurianhowto #OpenDurianBooks #ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ไม่ระบุ,7524976579668200724,2025-07-09,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,หนังสือที่เป็นเหมือนบ้านหลังที่ 2  เมื่อเปิดอ่านทุกครั้ง เล่มนี้จะเป็นที่ปลอดภัยให้คุณเสมอ ❤️  #ยินดีต้อนรับและขอบคุณที่กลับมา #sundayisbliss #บ้าน #หนังสือฮีลใจ #opendurianhowto #books #รักตัวเอง #tiktok 
ไม่ระบุ,7524931717430267143,2025-07-09,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,“พรุ่งนี้ไม่มีจริง”  เรื่องราวการสูญเสียที่ทำให้เข้าใจว่า  “ใจสลาย“ เป็นยังไง #คิ้วต่ำ  #ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ #opendurianhowto #books #booktok #หนังสือฮีลใจ #tiktokkuni #รักตัวเอง 
ไม่ระบุ,7524725870410353940,2025-07-08,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,#ประโยคก่อนนอน 🌌 ที่อยากให้คุณได้เปิดอ่านจากหนังสือ #ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ  #opendurianhowto #books #booktok #หนังสือฮีลใจ #tiktok #tiktokkuni #booktok 
ริว,7524653211790118152,2025-07-08,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,หนังสือที่กระแสตอบรับดีมากกก🌟🌟🌟 #opendurianhowto #OpenDurianBooks #หนังสือ #หนังสือGhostlyBrews #GhostlyBrews #ยินดีบริการดวงวิญญาณหลังเที่ยงคืน #หมึกซึม #Books #หนังสือการ์ตูน #comic #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ไม่ระบุ,7524630267068173575,2025-07-08,หนังสือ ทุกความทรงจำคือของขวัญจากวันวาน,0.0,0,0.0,0.0,ความทรงจำที่ให้เราได้ทบทวนตัวเอง และก้าวต่อไปในอนาคตได้อย่างมั่นคง 🌈 #ทุกความทรงจำคือของขวัญจากวันวาน #whenimfeeeling #opendurianhowto
ไม่ระบุ,7524623365152312597,2025-07-08,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,ขอรีวิวแบบไม่อวย‼️ 8/10  หนังสือขายดี แต่ดราม่าเพียบ!  ##ghostlybrews ##ยินดีบริการดวงวิญญาณหลังเที่ยง #หมึกซึม #รีวิว #หนังสือฮีลใจ #opendurianhowto #books #รีวิวไม่อวย #หนังสือเล่มโปรด #ดัง #ติดกระแส #tiktok 
ริว,7524575329713769735,2025-07-08,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,16.93,0.0,สมมงหนังสือที่ได้รับรางวัลมาก ๆ 🌟 อ่านแล้วร้องไห้ไปหลายหน้าเลย😭 #opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #ปีศาจตัวนั้นคือฉันเอง #หนังสือขายดี #MAYI #เมไอ #ฮีลใจ #พัฒนาตัวเอง
ไม่ระบุ,7524332866554105105,2025-07-07,Boxset หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden) ฟรีของแถมใน Boxset ทุกเซ็ต,0.0,0,0.0,0.0,#วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน  หนังสือที่จะทำให้คุณเข้าใจความสัมพันธ์และรักตัวเองมากขึ้น 🫶🏻 #ประโยคฮีลใจ #opendurianhowto #howto #books #vibes #หนังสือฮีลใจ #หนังสือเล่มโปรด #รักตัวเอง #ดอกไม้ #มินิมอล 
ไม่ระบุ,7524332866554105105,2025-07-07,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,#วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน  หนังสือที่จะทำให้คุณเข้าใจความสัมพันธ์และรักตัวเองมากขึ้น 🫶🏻 #ประโยคฮีลใจ #opendurianhowto #howto #books #vibes #หนังสือฮีลใจ #หนังสือเล่มโปรด #รักตัวเอง #ดอกไม้ #มินิมอล 
ริว,7523472146673175816,2025-07-05,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,เราเป็นมนุษย์…🤍  #opendurianhowto #O#OpenDurianBooksโ#โอบกอดความไม่สมบูรณ์แบบของเธอห#หนังสือB#Booksห#หนังสือฮีลใจหนังสือพัฒนาตัวเอง #เธรดความรู้สึก #เธรดเศร้า #เธรด
ไม่ระบุ,7523089701310319893,2025-07-04,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,ถ้าเปรียบหนังสือเล่มหนึ่ง (เหมือนกับทะเล) …ก็คงจะเป็นหนังสือเล่มนี้  #โอบกอดความไม่สมบูรณ์แบบของเธอ  #opendurianhowto #howto #books #vibes #sea #ทะเล #หนังสือฮีลใจ #imminimus #หนังสือเล่มโปรด #รักตัวเอง #ไม่สมบูรณ์แบบ 
ริว,7523028265158692103,2025-07-04,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,📌 หนังสือฮีลใจแห่งปี #ยอดขายอันดับ1 🌟🌟🌟 #opendurianhowto #OpenDurianBooks #หนังสือ #หนังสือGhostlyBrews #GhostlyBrews #ยินดีบริการดวงวิญญาณหลังเที่ยงคืน #หมึกซึม #Books #หนังสือการ์ตูน #comic #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ริว,7522467106663828743,2025-07-02,หนังสือ ทุกความทรงจำคือของขวัญจากวันวาน,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ ฉันจะมีชีวิตที่ดี (นักเขียนนามปากกา คิดมาก),0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (The Millionaire's Top Secret),0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522467106663828743,2025-07-02,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,0.0,0.0,📌 7.7 ลดกระหน่ำยกร้าน‼️ ลดสูงสุดถึง 20 % ทุกสินค้าในร้าน✨ รีบกดให้ไว้ก่อนหมดโปร 5-7 ก.ค. 68 😱🥰 #TikTokShop77แบรนด์แท้หั่นราคา #ช้อปก่อนใครที่TikTokShop #TikTokShopTH #opendurianhowto #books #หนังสือฮีลใจ
ริว,7522421943778249992,2025-07-02,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,ณ ย่านเมืองเก่าที่มีร้านกาแฟร้านนึงเปิดหลังเที่ยงคืน แต่ลูกค้าในร้านจะไม่พูดอะไรกับคุณเลย 😱#opendurianhowto #OpenDurianBooks #หนังสือ #หนังสือGhostlyBrews #GhostlyBrews #ยินดีบริการดวงวิญญาณหลังเที่ยงคืน #หมึกซึม #Books #หนังสือการ์ตูน #comic #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
