ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[27.09.24] [หมิว] รูปไฮไลท์ (Helmet_เล่มเดี่ยว)",120215900935050260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.04.26][หมิว] Shopee 4.4 (Trap)",120246654999710260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[14.05.25][หมิว] คำว่า “ทำเต็มที่ที่สุดแล้ว” (Embrace)",120228641022040260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[11.02.25][หมิว] เปิดตัวเล่มใหม่ 1 (Kiwtum)",120221311802340260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[18.04.25][หมิว] ไม่เป็นไรเลยนะ ถ้าคุณจะเลือกตัวเองก่อน (Kiwtum)",120226501746190260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[10.11.25][หมิว] ภาค 1 ว่าเศร้าแล้ว (Remains)",120242966464410260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[10.11.25][หมิว] แพ็กจับคู่ 2 เล่ม (Remains)",120240861468560260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[25.01.25][หมิว] หนังสืออ่านแล้วพลังในการเริ่มใหม่ (Kidmakk)",120219025384000260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[10.12.25][หมิว] 12.12 : ซื้อ 3 เล่ม ลด 120.- (Promotion)",120241897930910260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[30.01.25][หมิว] Top 10 BestSellers Jan 2025 (Engage)",120219333616010260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[07.10.24] [หมิว] เคยถามตัวเองไหม? (Ghost)",120216515401580260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[12.11.25][หมิว] อะไรที่ขัดขวางเรา (E-Book)",120241048603380260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[08.04.25][หมิว] เทคนิคบริหารเงินเดือน (Million)",120225046495880260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[24.10.25][หมิว] ตกตะกอนไปพร้อมกับ (Remains)",120239657066340260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[23.07.25][หมิว] 30 เล่มสุดท้ายส่งจากคลัง (Ghostly)",120236522746390260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[19.12.24] [หมิว] เงินเดือน 15K อยู่ได้..หรือต้องอยู่ (Million)",120217961052170260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[28.07.25][หมิว] 6 ประโยคฮีลใจสั้น ๆ (ปีศาจตัวนั้น)",120236571066920260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.12.24] [หมิว] เปิดตัวหนังสือเล่มใหม่ (4) (Kidmakk)",120217967692160260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[12.09.25][หมิว] อ่าน 5 ข้อคิดนี้ (Demons)",120236737710990260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.06.25][หมิว] สงครามอ่านด่วน (Engage)",120230131201660260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[13.09.24] [หมิว] พร้อมขายวันนี้ (Helmet_Boxset)",120214629142300260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[23.07.25][หมิว] PAYDAY SALE JULY (Promotion_Payday)",120233452778460260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[28.11.24] [หมิว] แจก E-Book ส่งความสุข",120217407950030260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.01.25] [หมิว] เปิดตัวเล่มใหม่ ร้านหนังสือ (Home)",120219262712700260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.05.25][หมิว] เปิดตัวเล่มใหม่ 1 GHOSTLY BREWS (Ghostly)",120229445511380260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[24.06.25][หมิว] หนังสือฮีลใจแห่งปี 2025 (Ghostly)",120231824613230260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[23.04.26][หมิว] Shopee PayDay (Trap)",120247655086640260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.01.25] [หมิว] หนังสือฮีลใจแห่งปี 2025 (Home)",120218979198040260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.12.24] [หมิว] เปิดตัวเล่มใหม่ (kidmakk)",120217967731690260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.08.25][หมิว] Payday August 2 Box 999 (Promotion_Payday)",120235426109710260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[13.06.25][หมิว] คะแนน9.9/10 (Ghostly)",120231330870130260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.03.25][หมิว] เปิดตัวเล่มใหม่ 4 Real ร้านหนังสือ (Gift)",120222452927140260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.08.25][หมิว] GHOSTLY BREWS รหัสวิชา390 (Ghostly)",120235433603850260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.09.24] [หมิว] 9.9 ลดแรง แซงทุกก้าว (ภาพเดี่ยว) flow ใหม่",120215379940820260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.05.25][หมิว] คุณชอบหนังสือ “ปีศาจตัวนั้นคือฉันเอง” (ปีศาจตัวนั้นคือฉันเอง)",120229171873380260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.07.25][หมิว] เปิดตัวเล่มใหม่ (Tried)",120233332014990260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.10.24] [หมิว] 9 คำเตือนสุดท้าย (Ghost)",120216040790800260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[08.04.26][หมิว] 5 ประโยควิเศษ (Witches)",120246834356720260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120236606085340260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[12.09.25][หมิว] หนังสือภาคต่อขายดี! (Demons)",120236737802270260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[15.09.25][หมิว] พิมพ์ครั้งที่ 1 เหลือ 50 เล่มสุดท้าย!! (Demons)",120237989006320260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
